Nomes	CBRO	Referência (handbook of the bird of the world and BirdLife)		Arrumar
Gallinago undulata	Gallinago undulata	Gallinago undulata		
Gallinago undulata gigantea	Gallinago undulata gigantea	Gallinago undulata gigantea		
Gallinula melanops	Porphyriops melanops	Porphyriops melanops		
Gelochelidon nilotica	Gelochelidon nilotica			
Geositta cunicularia	Geositta cunicularia	Geositta cunicularia		
Geositta poeciloptera	Geositta poeciloptera	Geositta poeciloptera		
Geositta poeciloptera	Geositta poeciloptera			
Geotrygon violacea	Geotrygon violacea	Geotrygon violacea		
Geotrygon violacea violacea	Geotrygon violacea violacea	Geotrygon violacea violacea		
Geranoaetus melanoleucus	Geranoaetus melanoleucus	Geranoaetus melanoleucus		
Glaucidium minutissimum	Glaucidium minutissimum	Glaucidium minutissimum		
Glaucidium mooreorum	Glaucidium mooreorum	Glaucidium mooreorum		
Glaucis dohrnii	Glaucis dohrnii	Glaucis dohrnii		
Glaucis dohrnii	Glaucis dohrnii			
Glyphorinchus spirurus	Glyphorynchus spirurus	Glyphorynchus spirurus	Erro digitação	
Glyphorynchus spirurus	Glyphorynchus spirurus	Glyphorynchus spirurus		
Grallaria varia	Grallaria varia	Grallaria varia		
Grallaria varia distincta	Grallaria varia distincta	Grallaria varia distincta		
Grallaria varia imperator	Grallaria varia imperator	Grallaria varia imperator		
Grallaria varia intercedens	Grallaria varia intercedens	Grallaria varia intercedens		
Grallaria varia distincta	Grallaria varia distincta			
Grallaria varia intercedens	Grallaria varia intercedens			
Granatellus pelzelni paraensis	Granatellus pelzelni paraensis	Granatellus paraensis		
Griseotyrannus aurantioatrocristatus	Griseotyrannus aurantioatrocristatus	Griseotyrannus aurantioatrocristatus		
Guaruba guarouba	Guaruba guarouba	Guaruba guarouba		
Guaruba guarouba	Guaruba guarouba			
Gubernatrix cristata	Gubernatrix cristata	Gubernatrix cristata		
Gubernatrix cristata	Gubernatrix cristata			
Gubernetes yetapa	Gubernetes yetapa	Gubernetes yetapa		
Gygis alba alba	Gygis alba	Gygis alba		
Haematopus palliatus	Haematopus palliatus	Haematopus palliatus		
Haematopus palliatus palliatus	Haematopus palliatus palliatus	Haematopus palliatus palliatus		
Harpagus bidentatus	Harpagus bidentatus	Harpagus bidentatus		
Harpia harpyja	Harpia harpyja	Harpia harpyja		
Harpia harpyja	Harpia harpyja			
Harpyhaliaetus coronatus	Urubitinga coronata	Buteogallus coronatus		
Heliactin bilophus	Heliactin bilophus	Heliactin bilophus		
Heliornis fulica	Heliornis fulica	Heliornis fulica		
Hemitriccus diops	Hemitriccus diops	Hemitriccus diops		
Hemitriccus furcatus	Hemitriccus furcatus	Hemitriccus furcatus		
Hemitriccus kaempferi	Hemitriccus kaempferi	Hemitriccus kaempferi		
Hemitriccus mirandae	Hemitriccus mirandae	Hemitriccus mirandae		
Hemitriccus obsoletus	Hemitriccus obsoletus	Hemitriccus obsoletus		
Hemitriccus orbitatus	Hemitriccus orbitatus	Hemitriccus orbitatus		
Hemitriccus furcatus	Hemitriccus furcatus			
Hemitriccus griseipectus naumburgae	Hemitriccus griseipectus naumburgae			
Hemitriccus kaempferi	Hemitriccus kaempferi			
Hemitriccus mirandae	Hemitriccus mirandae			
Herpetotheres cachinnans	Herpetotheres cachinnans			
Herpsilochmus atricapillus	Herpsilochmus atricapillus	Herpsilochmus atricapillus		
Herpsilochmus pileatus	Herpsilochmus pileatus			
Heteroxolmis dominicana	Heteroxolmis dominicanus			
Hydropsalis anomala	Hydropsalis anomala	Eleothreptus anomalus		
Hydropsalis candicans	Hydropsalis candicans	Eleothreptus candicans		
Hydropsalis forcipata	Hydropsalis forcipata	Macropsalis forcipata		
Hydropsalis maculicaudus	Hydropsalis maculicaudus	Hydropsalis maculicaudus		
Hydropsalis candicans	Hydropsalis candicans			
Hylexetastes brigidai	Hylexetastes perrotii			
Hylexetastesbrigidai	Hylexetastes perrotii	Hylexetastes perrotii		
Hylexetastesuniformis	Hylexetastes uniformis			
Hylocharis cyanus	Chlorestes cyanus	Chlorestes cyanus		
Hylocharis sapphirina	Hylocharis sapphirina	Hylocharis sapphirina		
Hylopezus nattereri	Cryptopezus nattereri	Hylopezus nattereri		
Hylopezus paraensis	Hylopezus paraensis	Hylopezus macularius paraensis		
Hylopezus whittakeri	Hylopezus whittakeri	Hylopezus macularius whittakeri		
Hylopezus paraensis	Hylopezus paraensis			
Hylophilus amaurocephalus	Hylophilus amaurocephalus	Hylophilus amaurocephalus		
Hylophilus ochraceiceps rubrifrons	Tunchiornis ochraceiceps rubrifrons			
Hymenops perspicillatus	Hymenops perspicillatus	Hymenops perspicillatus		
Hypocnemis striata	Hypocnemis striata	Hypocnemis striata		
Hypocnemis ochrogyna	Hypocnemis ochrogyna			
Hypocnemishypoxanthaochraceiventris	Hypocnemis hypoxantha ochraceiventris	Hypocnemis hypoxantha ochraceiventris		
Hypocnemisochrogyna	Hypocnemis ochrogyna	Hypocnemis ochrogyna		
Hypoedaleus guttatus	Hypoedaleus guttatus	Hypoedaleus guttatus		
Ibycter americanus	Ibycter americanus	Ibycter americanus		
Iodopleura pipra	Iodopleura pipra	Iodopleura pipra		
Iodopleura pipra leucopygia	Iodopleura pipra leucopygia	Iodopleura pipra leucopygia		
Iodopleura pipra pipra	Iodopleura pipra pipra	Iodopleura pipra pipra		
Iodopleura pipra	Iodopleura pipra			
Iodopleura pipra leucopygia	Iodopleura pipra leucopygia			
Iodopleura pipra pipra	Iodopleura pipra pipra			
Ixobrychus exilis	Ixobrychus exilis	Ixobrychus exilis		
Ixobrychus involucris	Ixobrychus involucris	Ixobrychus involucris		
Jabiru mycteria	Jabiru mycteria	Jabiru mycteria		
Jacamaralcyon tridactyla	Jacamaralcyon tridactyla	Jacamaralcyon tridactyla		
Knipolegus franciscanus	Knipolegus franciscanus	Knipolegus franciscanus		
Laniisoma elegans	Laniisoma elegans	Laniisoma elegans		
Laniocera hypopyrra	Laniocera hypopyrra	Laniocera hypopyrra		
Larus atlanticus	Larus atlanticus			
Larus maculipennis	Chroicocephalus maculipennis	Larus maculipennis		
Laterallus exilis	Laterallus exilis	Laterallus exilis		
Laterallus xenopterus	Laterallus xenopterus	Laterallus xenopterus		
Laterallusspilopterus	Laterallus spilopterus	Laterallus spilopterus		
Laterallusxenopterus	Laterallus xenopterus	Laterallus xenopterus		
Leistes defilippii	Leistes defilippii	Leistes defilippii		
Lepidocolaptes angustirostris	Lepidocolaptes angustirostris	Lepidocolaptes angustirostris		
Lepidocolaptes wagleri	Lepidocolaptes wagleri	Lepidocolaptes squamatus wagleri		
Lepidocolaptes wagleri	Lepidocolaptes wagleri			
Lepidothrix iris	Lepidothrix iris	Lepidothrix iris		
Lepidothrix iris iris	Lepidothrix iris iris	Lepidothrix iris iris		
Lepidothrix vilasboasi	Lepidothrix vilasboasi	Lepidothrix vilasboasi		
Lepidothrix iris	Lepidothrix iris			
Lepidothrix iris iris	Lepidothrix iris iris			
Lepidothrix vilasboasi	Lepidothrix vilasboasi			
Leptasthenura platensis	Leptasthenura platensis	Leptasthenura platensis		
Leptasthenura striolata	Leptasthenura striolata	Leptasthenura striolata		
Leptasthenura platensis	Leptasthenura platensis			
Leptasthenuraplatensis	Leptasthenura platensis	Leptasthenura platensis		
Leptodon cayanensis	Leptodon cayanensis	Leptodon cayanensis		
Leptodon forbesi	Leptodon forbesi	Leptodon forbesi		
Leptodon forbesi	Leptodon forbesi			
Leptotriccus sylviolus	Phylloscartes sylviolus	Phylloscartes sylviolus		
Lessonia rufa	Lessonia rufa	Lessonia rufa		
Leucopternis lacernulata	Amadonastur lacernulatus	Buteogallus lacernulatus		
Leucopternis lacernulatus	Amadonastur lacernulatus	Buteogallus lacernulatus		
Leucopternis polionota	Pseudastur polionotus	Pseudastur polionotus		
Leucopternis polionotus	Pseudastur polionotus	Pseudastur polionotus		
Limnoctites rectirostris	Limnoctites rectirostris	Limnoctites rectirostris		
Limnodromus griseus	Limnodromus griseus	Limnodromus griseus		
Limnodromus griseus	Limnodromus griseus			
Limnornis curvirostris	Limnornis curvirostris	Limnornis curvirostris		
Limosa haemastica	Limosa haemastica	Limosa haemastica		
Lipaugus conditus	Lipaugus conditus	Lipaugus conditus		
Lipaugus lanioides	Lipaugus lanioides	Lipaugus lanioides		
Lipaugus vociferans	Lipaugus vociferans	Lipaugus vociferans		
Lophornis gouldii	Lophornis gouldii	Lophornis gouldii		
Lophornis magnificus	Lophornis magnificus	Lophornis magnificus		
Lophornis gouldii	Lophornis gouldii			
Machaeropterus regulus	Machaeropterus regulus	Machaeropterus regulus		
Mackenziaena leachii	Mackenziaena leachii	Mackenziaena leachii		
Mackenziaena severa	Mackenziaena severa	Mackenziaena severa		
Macronectes giganteus	Macronectes giganteus	Macronectes giganteus		
Macronectes halli	Macronectes halli			
Macropsalis forcipata	Hydropsalis forcipata	Macropsalis forcipata		
Malacoptila minor	Malacoptila minor	Malacoptila minor		
Manacus manacus	Manacus manacus	Manacus manacus		
Megascops atricapilla	Megascops atricapilla	Megascops atricapilla		
Melanerpes flavifrons	Melanerpes flavifrons	Melanerpes flavifrons		
Mergus octosetaceus	Mergus octosetaceus	Mergus octosetaceus		
Mergus octosetaceus	Mergus octosetaceus			
Merulaxis ater	Merulaxis ater	Merulaxis ater		
Merulaxis stresemanni	Merulaxis stresemanni	Merulaxis stresemanni		
Merulaxis stresemanni	Merulaxis stresemanni			
Mesembrinibis cayennensis	Mesembrinibis cayennensis	Mesembrinibis cayennensis		
Micrastur mintoni	Micrastur mintoni	Micrastur mintoni		
Micrastur mirandollei	Micrastur mirandollei	Micrastur mirandollei		
Micropygia schomburgkii	Micropygia schomburgkii	Micropygia schomburgkii		
Micropygia schomburgkii chapmani	Micropygia schomburgkii chapmani	Micropygia schomburgkii chapmani		
Microspingus lateralis	Microspingus lateralis	Microspingus lateralis		
Milvago chimango	Milvago chimango	Phalcoboenus chimango		
Mimus gilvus	Mimus gilvus	Mimus gilvus		
Mimus gilvus antelius	Mimus gilvus antelius	Mimus gilvus antelius		
Molothrus oryzivorus	Molothrus oryzivorus	Molothrus oryzivorus		
Momotus momota	Momotus momota	Momotus momota		
Momotus momota marcgraviana	Momotus momota marcgravianus	Momotus momota marcgravianus		
Momotus momota marcgraviana	Momotus momota marcgravianus			
Monasa morphoeus	Monasa morphoeus	Monasa morphoeus		
Monasa morphoeus morphoeus	Monasa morphoeus morphoeus	Monasa morphoeus morphoeus		
Monasa nigrifrons nigrifrons	Monasa nigrifrons nigrifrons	Monasa nigrifrons nigrifrons		
Monasa morphoeus morphoeus	Monasa morphoeus morphoeus			
Morphnus guianensis	Morphnus guianensis	Morphnus guianensis		
Morphnus guianensis	Morphnus guianensis			
Mycteria americana	Mycteria americana	Mycteria americana		
Myiarchus tyrannulus	Myiarchus tyrannulus	Myiarchus tyrannulus		
Myiobius atricaudus	Myiobius atricaudus	Myiobius atricaudus		
Myiobius barbatus	Myiobius barbatus	Myiobius barbatus		
Myiothlypis leucophrys	Myiothlypis leucophrys	Myiothlypis leucophrys		
Myiothlypis rivularis	Myiothlypis rivularis	Myiothlypis rivularis		
Myrmeciza ruficauda	Myrmoderus ruficauda	Myrmoderus ruficauda		
Myrmeciza squamosa	Myrmoderus squamosus	Myrmoderus squamosus		
Myrmoderus ruficauda	Myrmoderus ruficauda	Myrmoderus ruficauda		
Myrmoderus ruficauda ruficauda	Myrmoderus ruficauda ruficauda	Myrmoderus ruficauda ruficauda		
Myrmoderus ruficaudus	Myrmoderus ruficauda	Myrmoderus ruficauda		
Myrmoderus squamosus	Myrmoderus squamosus	Myrmoderus squamosus		
Myrmoderus ruficaudus	Myrmoderus ruficauda			
Myrmotherula fluminensis	Myrmotherula fluminensis	Myrmotherula fluminensis		
Myrmotherula klagesi	Myrmotherula klagesi	Myrmotherula klagesi		
Myrmotherula minor	Myrmotherula minor	Myrmotherula minor		
Myrmotherula oreni	Myrmotherula oreni	Myrmotherula iheringi oreni		
Myrmotherula snowi	Myrmotherula snowi	Myrmotherula snowi		
Myrmotherula unicolor	Myrmotherula unicolor	Myrmotherula unicolor		
Myrmotherula urosticta	Myrmotherula urosticta	Myrmotherula urosticta		
Myrmotherula fluminensis	Myrmotherula fluminensis			
Myrmotherula klagesi	Myrmotherula klagesi			
Myrmotherula minor	Myrmotherula minor			
Myrmotherula snowi	Myrmotherula snowi			
Myrmotherula urosticta	Myrmotherula urosticta			
Nemosia rourei	Nemosia rourei	Nemosia rourei		
Nemosia rourei	Nemosia rourei			
Neocrex erythrops	Neocrex erythrops	Neocrex erythrops		
Neomorphus geoffroyi	Neomorphus geoffroyi	Neomorphus geoffroyi		
Neomorphus geoffroyi amazonicus	Neomorphus geoffroyi amazonicus	Neomorphus geoffroyi amazonicus		
Neomorphus geoffroyi dulcis	Neomorphus geoffroyi dulcis	Neomorphus geoffroyi dulcis		
Neomorphus geoffroyi geoffroyi	Neomorphus geoffroyi geoffroyi	Neomorphus geoffroyi geoffroyi		
Neomorphus squamiger	Neomorphus squamiger	Neomorphus squamiger		
Neomorphus geoffroyi	Neomorphus geoffroyi			
Neomorphus geoffroyi amazonicus	Neomorphus geoffroyi amazonicus			
Neomorphus geoffroyi dulcis	Neomorphus geoffroyi dulcis			
Neomorphus geoffroyi geoffroyi	Neomorphus geoffroyi geoffroyi			
Neomorphus squamiger	Neomorphus squamiger			
Neopelma aurifrons	Neopelma aurifrons	Neopelma aurifrons		
Neopelma aurifrons	Neopelma aurifrons			
Neothraupis fasciata	Neothraupis fasciata	Neothraupis fasciata		
Netta erythrophthalma	Netta erythrophthalma	Netta erythrophthalma		
Netta peposaca	Netta peposaca	Netta peposaca		
nigropectus	Biatas nigropectus	Biatas nigropectus		
Nonnula rubecula	Nonnula rubecula			
Nonnula rubecula rubecula	Nonnula rubecula rubecula	Nonnula rubecula rubecula		
Notharchus swainsoni	Notharchus swainsoni	Notharchus swainsoni		
Nothura minor	Nothura minor	Nothura minor		
Nothura minor	Nothura minor			
Numenius borealis	Numenius borealis	Numenius borealis		
Numenius hudsonicus	Numenius hudsonicus	Numenius phaeopus hudsonicus		
Nyctanassa violacea	Nyctanassa violacea	Nyctanassa violacea		
Nyctibius aethereus	Nyctibius aethereus	Nyctibius aethereus		
Nyctibius aethereus aethereus	Nyctibius aethereus aethereus	Nyctibius aethereus aethereus		
Nyctibius grandis	Nyctibius grandis	Nyctibius grandis		
Nyctibius grandis grandis	Nyctibius grandis grandis	Nyctibius grandis grandis		
Nyctibius leucopterus	Nyctibius leucopterus	Nyctibius leucopterus		
Nyctibius aethereus aethereus	Nyctibius aethereus aethereus			
Nyctibius leucopterus	Nyctibius leucopterus			
Nycticryphes semicollaris	Nycticryphes semicollaris	Nycticryphes semicollaris		
Nyctidromus hirundinaceus	Nyctidromus hirundinaceus	Nyctipolus hirundinaceus		
Nyctiphrynus ocellatus	Nyctiphrynus ocellatus	Nyctiphrynus ocellatus		
Nyctiprogne vielliardi	Nyctiprogne vielliardi	Nyctiprogne vielliardi		
Nystalus maculatus	Nystalus maculatus	Nystalus maculatus		
Oceanites oceanicus	Oceanites oceanicus	Oceanites oceanicus		
Odontophorus capueira	Odontophorus capueira	Odontophorus capueira		
Odontophorus capueira plumbeicollis	Odontophorus capueira plumbeicollis			
Odontophoruscapueira plumbeicollis	Odontophorus capueira plumbeicollis	Odontophorus capueira plumbeicollis		
Onychoprion fuscatus fuscatus	Onychoprion fuscatus fuscatus	Onychoprion fuscatus fuscatus		
Onychorhynchus coronatus	Onychorhynchus coronatus	Onychorhynchus coronatus		
Onychorhynchus swainsoni	Onychorhynchus swainsoni	Onychorhynchus swainsoni		
Onychorhynchusswainsoni	Onychorhynchus swainsoni	Onychorhynchus swainsoni		
Onycorhynchus swainsoni	Onychorhynchus swainsoni	Onychorhynchus swainsoni	Provavél erro de digitação nos nomes da lista do RS	
Orchesticus abeillei	Orchesticus abeillei	Orchesticus abeillei		
Ornithion inerme	Ornithion inerme	Ornithion inerme		
Ortalis guttata	Ortalis guttata	Ortalis guttata		
Ortalis guttata remota	Ortalis remota	Ortalis guttata remota		
Ortalis remota	Ortalis remota	Ortalis guttata remota		
Ortalis squamata	Ortalis squamata	Ortalis squamata		
Ortalis guttata remota	Ortalis remota			
Orthogonys chloricterus	Orthogonys chloricterus			
Orthopsittaca manilatus	Orthopsittaca manilatus	Orthopsittaca manilatus		
Oryzoborus angolensis	Sporophila angolensis	Sporophila angolensis		
Oryzoborus maximiliani	Sporophila maximiliani	Sporophila maximiliani		
Oxyruncus cristatus cristatus	Oxyruncus cristatus cristatus	Oxyruncus cristatus cristatus		
Oxyruncus cristatus tocantinsi	Oxyruncus cristatus tocantinsi	Oxyruncus cristatus tocantinsi		
Pachyptila belcheri	Pachyptila belcheri	Pachyptila belcheri		
Pachyramphus marginatus	Pachyramphus marginatus	Pachyramphus marginatus		
Panyptila cayennensis	Panyptila cayennensis	Panyptila cayennensis		
Parabuteo leucorrhous	Parabuteo leucorrhous	Parabuteo leucorrhous		
Parabuteo unicinctus	Parabuteo unicinctus			
Paraclaravis geoffroyi	Paraclaravis geoffroyi	Paraclaravis geoffroyi		
Passerina brissonii	Cyanoloxia brissonii	Cyanoloxia brissonii		
Passerina glaucocaerulea	Cyanoloxia glaucocaerulea	Cyanoloxia glaucocaerulea		
Patagioenas plumbea	Patagioenas plumbea	Patagioenas plumbea		
Patagioenas speciosa	Patagioenas speciosa	Patagioenas speciosa		
Pauxi mitu	Pauxi mitu	Mitu mitu		
Pauxi mitu	Pauxi mitu			
Penelope jacucaca	Penelope jacucaca	Penelope jacucaca		
Penelope obscura	Penelope obscura	Penelope obscura		
Penelope ochrogaster	Penelope ochrogaster	Penelope ochrogaster		
Penelope pileata	Penelope pileata	Penelope pileata		
Penelope superciliaris	Penelope superciliaris	Penelope superciliaris		
Penelope superciliaris alagoensis	Penelope superciliaris alagoensis	Penelope superciliaris alagoensis		
Penelope jacucaca	Penelope jacucaca			
Penelope ochrogaster	Penelope ochrogaster			
Penelope pileata	Penelope pileata			
Penelope superciliaris alagoensis	Penelope superciliaris alagoensis			
Phacellodomus ferrugineigula	Phacellodomus ferrugineigula	Phacellodomus ferrugineigula		
Phacellodomus rufifrons	Phacellodomus rufifrons	Phacellodomus rufifrons		
Phacellodomus striaticollis	Phacellodomus striaticollis	Phacellodomus striaticollis		
Phaeothlypis rivularis	Myiothlypis rivularis	Myiothlypis rivularis		
Phaethon aethereus	Phaethon aethereus	Phaethon aethereus		
Phaethon lepturus	Phaethon lepturus	Phaethon lepturus		
Phaethon aethereus	Phaethon aethereus			
Phaethon lepturus	Phaethon lepturus			
Phaethornis aethopygus	Phaethornis aethopygus	Phaethornis aethopygus		
Phaethornis major	Phaethornis major	Phaethornis major		
Phaethornis margarettae	Phaethornis margarettae	Phaethornis margarettae		
Phaethornis aethopygus	Phaethornis aethopygus			
Phaethornis bourcieri major	Phaethornis major			
Phaethornis eurynome	Phaethornis eurynome			
Phaethornis margarettae	Phaethornis margarettae			
Phaethornis margarettae camargoi	Phaethornis margarettae camargoi			
Phaetusa simplex	Phaetusa simplex	Phaetusa simplex		
Phaetusa simplex simplex	Phaetusa simplex simplex	Phaetusa simplex simplex		
Phalaropus tricolor	Phalaropus tricolor	Steganopus tricolor		
Phibalura flavirostris	Phibalura flavirostris	Phibalura flavirostris		
Philydor atricapillus	Philydor atricapillus	Philydor atricapillus		
Philydor dimidiatum	Syndactyla dimidiata	Syndactyla dimidiata		
Philydor lichtensteini	Anabacerthia lichtensteini	Anabacerthia lichtensteini		
Philydor novaesi	Philydor novaesi	Philydor novaesi		
Phlegopsis borbae	Phlegopsis borbae	Phlegopsis borbae		
Phlegopsis nigromaculata confinis	Phlegopsis nigromaculata confinis	Phlegopsis nigromaculata confinis		
Phlegopsis nigromaculata paraensis	Phlegopsis nigromaculata paraensis	Phlegopsis nigromaculata paraensis		
Phlegopsis nigromaculata  paraensis	Phlegopsis nigromaculata paraensis	Phlegopsis nigromaculata paraensis		
Phlegopsis nigromaculata confinis	Phlegopsis nigromaculata confinis			
Phlegopsis nigromaculata paraensis	Phlegopsis nigromaculata paraensis			
Phleocryptes melanops	Phleocryptes melanops	Phleocryptes melanops		
Phoebetria fusca	Phoebetria fusca	Phoebetria fusca		
Phyllomyias griseocapilla	Phyllomyias griseocapilla	Phyllomyias griseocapilla		
Phyllomyias reiseri	Phyllomyias reiseri	Phyllomyias reiseri		
Phylloscartes beckeri	Phylloscartes beckeri	Phylloscartes beckeri		
Phylloscartes ceciliae	Phylloscartes ceciliae	Phylloscartes ceciliae		
Phylloscartes difficilis	Phylloscartes difficilis	Phylloscartes difficilis		
Phylloscartes eximius	Phylloscartes eximius	Pogonotriccus eximius (as vezes tratado como genero separado Pogonotriccus		
Phylloscartes kronei	Phylloscartes kronei	Phylloscartes kronei		
Phylloscartes oustaleti	Phylloscartes oustaleti	Phylloscartes oustaleti		
Phylloscartes paulista	Phylloscartes paulista	Phylloscartes paulista		
Phylloscartes roquettei	Phylloscartes roquettei	Phylloscartes roquettei		
Phylloscartes sylviolus	Phylloscartes sylviolus	Phylloscartes sylviolus		
Phylloscartes beckeri	Phylloscartes kronei			
Phylloscartes ceciliae	Phylloscartes ceciliae			
Phylloscartes roquettei	Phylloscartes roquettei			
Picoides mixtus	Veniliornis mixtus			
Piculus chrysochloros paraensis	Piculus paraensis	Piculus chrysochloros paraensis		
Piculus chrysochlorus	Piculus chrysochloros	Piculus chrysochloros	Provável erro de digitação	
Piculus flavigula	Piculus flavigula	Piculus flavigula		
Piculus paraensis	Piculus paraensis	Piculus chrysochloros paraensis		
Piculus polyzonus	Piculus polyzonus	Piculus chrysochloros polyzonus		
Piculus paraensis	Piculus paraensis			
Piculus polyzonus	Piculus polyzonus			
Picumnus varzeae	Picumnus varzeae			
Pieroglossus castanotis	Pteroglossus castanotis			
Pilherodius pileatus	Pilherodius pileatus	Pilherodius pileatus		
Pionopsitta pileata	Pionopsitta pileata	Pionopsitta pileata		
Pionus menstruus	Pionus menstruus	Pionus menstruus		
Pionus reichenowi	Pionus reichenowi	Pionus reichenowi		
Pionus reichenowi	Pionus reichenowi			
Pipile jacutinga	Aburria jacutinga	Pipile jacutinga		
Pipra pipra	Pseudopipra pipra pipra	Pseudopipra pipra pipra		
Pipra rubrocapilla	Ceratopipra rubrocapilla	Ceratopipra rubrocapilla		
Piprites chloris	Piprites chloris	Piprites chloris		
Piprites chloris griseicens	Piprites chloris grisescens	Piprites chloris grisescens	Provavél erro de digitação nos nomes da lista do pará	
Piprites pileata	Piprites pileata	Piprites pileata		
Piprites pileatus	Piprites pileata	Piprites pileata		
Piprites chloris grisescens	Piprites chloris grisescens			
Piranga flava	Piranga flava	Piranga flava		
Platalea ajaja	Platalea ajaja	Platalea ajaja		
Platyrinchus leucoryphus	Platyrinchus leucoryphus	Platyrinchus leucoryphus		
Platyrinchus mystaceus niveigularis	Platyrinchus mystaceus niveigularis	Platyrinchus mystaceus niveigularis		
Platyrinchus mystaceus niveigularis	Platyrinchus mystaceus niveigularis			
Plegadis chihi	Plegadis chihi	Plegadis chihi		
Podiceps occipitalis	Podiceps occipitalis	Podiceps occipitalis		
Poecilotriccus albifacies	Poecilotriccus albifacies	Poecilotriccus albifacies		
Poecilotriccus latirostris	Poecilotriccus latirostris	Poecilotriccus latirostris		
Polioptila lactea	Polioptila lactea	Polioptila lactea		
